id,xP
1,7.0
2,1.0
3,0.0
4,1.0
5,12.0
6,4.0
7,7.0
8,7.0
9,0.0
10,1.7
11,1.0
13,1.0
14,0.0
15,1.0
16,5.3
17,0.0
18,0.0
19,0.4
20,7.3
21,8.7
22,2.0
23,0.0
24,1.7
25,1.3
26,4.7
28,0.0
29,0.0
30,0.0
31,0.0
266,6.7
662,1.3
666,4.7
700,1.0
711,1.0
725,1.7
32,3.2
33,-0.5
34,0.0
35,0.0
36,5.2
37,3.5
38,3.2
39,0.5
40,-0.2
41,3.2
42,0.0
43,0.0
44,-0.5
45,-0.5
46,0.0
47,3.2
48,0.0
49,0.0
50,0.0
51,0.0
53,0.8
54,1.5
55,0.5
56,0.0
57,0.0
58,1.5
59,2.2
60,-0.5
61,0.0
62,-0.5
63,-0.5
64,1.2
65,0.0
389,0.0
456,0.2
677,0.8
688,-0.5
701,0.0
702,-0.5
703,-0.5
710,-0.5
719,-0.5
183,-1.0
184,0.0
185,-1.0
186,0.0
187,5.0
188,-1.0
189,0.0
190,-0.7
191,2.3
192,3.7
193,-1.0
194,0.0
195,-1.0
196,0.0
197,-1.0
198,3.0
199,-1.0
200,1.0
201,0.0
202,0.3
203,-1.0
204,0.0
205,1.0
206,-0.7
207,0.7
208,0.0
209,0.3
210,1.3
211,0.0
212,0.0
213,-1.0
214,-1.0
215,4.3
216,0.0
217,1.3
218,-0.7
219,0.0
470,3.3
676,3.7
680,-0.7
722,3.0
66,0.0
67,3.5
68,-0.5
69,-0.5
70,0.0
71,0.0
72,2.8
73,-0.5
74,3.8
75,-0.5
76,-0.5
77,-0.2
78,-0.5
79,0.0
80,-0.5
81,0.8
82,2.5
84,5.5
85,5.2
86,0.2
87,1.8
88,0.5
89,0.0
90,2.8
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,-0.2
98,-0.2
99,0.0
100,6.2
391,0.2
685,0.8
687,-0.5
697,0.2
713,2.2
721,1.5
27,0.3
83,5.3
101,3.0
102,0.0
103,0.0
104,0.0
105,0.0
106,4.0
107,1.7
108,3.7
109,0.3
110,3.7
111,0.0
112,0.0
113,4.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
120,4.7
121,4.0
122,0.0
123,0.3
124,1.7
125,2.0
126,2.7
127,0.0
128,0.3
129,2.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
136,5.0
137,0.0
748,1.7
138,0.0
139,3.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.3
145,0.3
146,2.7
147,0.0
148,2.3
150,0.0
151,4.3
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,4.0
159,0.0
160,5.3
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,2.0
167,2.0
169,6.0
170,0.4
171,0.0
172,0.7
173,7.0
174,0.0
175,0.3
176,0.0
177,0.0
178,8.3
179,0.0
180,1.0
181,2.3
744,0.3
168,0.0
220,4.0
221,0.0
222,0.0
223,0.0
224,5.3
225,8.7
226,4.7
227,0.0
228,3.0
229,0.0
230,2.0
231,0.0
232,1.0
233,5.3
234,0.0
235,0.0
236,7.7
237,1.3
238,1.7
239,1.0
240,0.0
241,4.3
243,0.3
244,0.7
245,0.0
246,0.3
247,0.0
248,0.0
249,4.3
250,0.0
251,0.0
252,1.0
453,3.3
672,0.0
743,0.0
253,3.0
254,0.0
255,0.0
256,6.0
257,4.3
258,3.0
259,0.3
260,6.0
261,3.7
262,0.0
263,0.0
264,0.0
265,0.0
267,2.3
268,0.0
269,0.0
270,0.7
271,3.0
272,3.7
273,0.0
274,0.0
275,0.0
276,0.3
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,9.3
284,0.0
285,0.0
286,0.0
690,0.0
712,1.7
723,0.3
732,0.3
242,2.0
287,1.7
288,0.0
289,0.0
290,0.0
291,2.0
292,1.3
293,1.3
294,0.0
295,2.0
296,0.0
297,0.0
298,0.0
299,5.0
300,0.7
301,1.0
302,2.7
303,2.0
304,0.7
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.7
311,1.7
312,0.0
313,0.0
419,1.0
630,0.0
667,0.0
704,0.0
705,0.0
707,0.0
728,0.7
314,4.0
315,0.0
316,0.0
317,2.3
318,2.7
319,1.0
320,0.7
