id,xP
1,7.5
2,1.0
3,0.0
4,1.0
5,7.2
6,6.2
7,2.8
8,0.0
9,0.0
10,4.2
11,4.5
13,1.0
14,0.0
15,1.0
16,4.5
17,3.2
18,2.5
19,1.2
20,5.0
21,4.0
22,0.0
23,0.0
24,1.0
25,0.0
26,3.8
28,0.0
29,0.0
30,3.8
31,1.2
266,4.5
662,1.2
666,6.0
700,1.2
711,1.0
725,3.5
759,1.0
32,3.7
33,0.5
34,0.0
35,0.0
36,2.7
37,2.0
38,1.5
39,2.3
40,1.0
41,0.7
42,0.5
43,0.0
44,1.5
45,0.0
46,0.0
47,4.0
48,3.0
49,1.3
50,3.0
51,0.0
53,0.0
54,3.5
55,3.7
56,0.0
57,0.0
58,0.0
59,0.2
60,0.0
61,0.0
62,0.0
63,0.0
64,7.5
65,0.0
389,0.5
456,1.5
688,0.5
699,0.7
701,0.0
702,0.5
703,0.5
710,0.5
719,1.0
754,0.5
757,0.5
768,0.5
781,0.5
792,0.5
808,2.3
183,0.0
184,0.0
185,-0.5
186,0.0
187,0.3
188,0.0
189,0.0
190,1.3
191,2.5
192,1.5
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.3
199,-0.5
200,3.5
201,0.0
202,0.0
203,-0.5
204,0.0
205,0.0
206,0.3
207,0.7
208,0.0
209,0.7
210,2.7
211,0.0
212,0.0
213,0.0
214,-0.3
215,3.5
216,0.0
217,0.3
218,-0.5
219,0.0
470,1.0
614,1.7
676,1.3
680,0.3
722,1.7
776,-0.5
784,-0.5
820,-0.5
66,0.0
67,3.5
68,0.0
69,0.0
70,0.0
71,0.0
72,7.0
73,2.8
74,7.2
75,0.0
76,0.0
77,5.2
78,0.0
79,0.0
80,0.0
81,0.0
84,3.5
85,2.2
86,2.2
87,0.8
88,0.0
89,0.0
90,3.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,3.0
98,0.8
99,0.0
100,4.5
391,0.5
685,0.0
687,0.0
697,0.8
713,0.0
721,0.0
756,0.0
782,0.0
799,0.0
801,0.8
806,0.0
807,7.0
27,0.5
83,2.3
101,4.3
102,-0.5
103,0.0
104,-0.5
105,-0.5
106,3.3
107,4.3
108,0.3
109,0.0
110,3.3
111,-0.5
112,0.0
113,2.5
114,0.0
115,0.0
116,0.3
117,0.0
118,0.0
120,2.0
121,5.0
122,0.0
123,0.0
124,-0.5
125,-0.3
126,4.5
127,0.0
128,0.0
129,2.5
130,-0.5
131,0.0
132,0.0
133,0.0
134,0.0
136,2.3
137,0.0
748,-0.3
797,-0.3
810,-0.5
819,-0.5
823,-0.5
824,-0.5
826,-0.5
138,1.0
139,5.0
140,1.0
141,0.0
142,0.0
143,3.0
144,0.0
145,6.2
146,4.8
147,0.0
148,6.8
149,1.0
150,0.0
151,6.0
152,1.8
153,0.0
154,0.0
155,0.0
156,1.0
157,3.5
158,4.5
159,1.2
160,4.8
161,0.0
162,0.0
163,7.2
164,1.5
165,0.0
166,2.0
167,3.5
169,0.6
170,1.0
171,0.0
172,0.0
173,0.9
174,0.0
175,0.0
176,0.0
177,0.0
178,4.8
179,0.0
180,0.0
181,1.8
744,1.0
761,1.0
783,7.0
795,1.0
220,0.0
221,0.3
222,0.0
223,-0.5
224,1.5
225,-0.3
226,0.3
227,0.7
228,0.7
229,-0.5
230,1.3
231,-0.5
232,-0.5
233,0.0
234,0.0
235,0.5
236,0.1
237,3.0
238,0.0
239,-0.1
240,0.0
241,1.5
244,0.5
245,0.0
246,0.3
247,-0.3
248,0.0
249,2.0
250,0.5
251,0.0
252,-0.3
453,0.1
672,0.7
743,-0.5
789,-0.5
803,-0.5
829,0.0
833,0.8
834,0.8
253,4.3
254,-0.5
255,-0.5
256,5.9
257,7.5
258,5.1
259,-0.2
261,4.3
262,-0.1
263,-0.1
264,0.0
265,-0.5
267,5.5
268,0.0
269,0.0
270,0.3
271,2.7
272,1.9
273,2.7
274,-0.5
275,0.0
276,1.5
277,0.0
278,0.0
279,0.0
280,0.0
281,-0.5
282,0.0
283,3.5
284,0.0
285,0.0
286,-0.5
580,3.1
654,2.3
677,-0.2
690,-0.5
712,1.1
723,6.3
732,-0.5
762,-0.5
773,-0.5
780,-0.5
793,-0.5
798,0.0
242,5.2
243,0.8
287,1.5
288,0.0
289,0.0
290,0.0
291,4.8
292,1.2
293,2.2
294,0.0
295,1.2
296,0.2
297,0.0
298,0.0
299,2.5
300,1.0
301,0.5
302,0.5
303,3.0
304,1.2
305,0.2
306,0.0
307,0.0
308,0.0
309,0.0
310,3.8
311,4.5
312,0.0
313,0.0
419,0.0
630,0.0
667,0.0
704,0.0
705,0.0
707,0.0
728,1.8
779,0.0
314,5.8
315,0.0
316,1.0
317,4.5
318,3.8
319,3.8
320,0.2
321,0.0
322,0.0
323,0.0
324,0.0
325,2.2
327,0.0
328,0.0
329,2.2
330,0.8
331,1.5
332,2.5
333,0.0
334,0.0
335,0.8
336,0.5
337,1.2
338,1.2
424,1.0
664,0.0
727,2.0
731,0.2
737,0.5
770,0.0
786,0.0
168,0.0
339,0.0
340,0.0
341,3.0
342,3.0
343,2.2
344,5.0
345,0.2
346,0.0
347,0.0
348,0.8
349,0.0
350,2.5
351,1.8
352,0.0
353,0.8
354,5.8
355,0.0
356,0.0
357,0.0
358,4.0
359,0.0
360,0.0
361,0.0
362,0.2
363,0.0
364,0.0
365,1.0
493,2.5
660,3.0
665,0.0
691,5.2
698,0.0
706,6.2
741,0.0
787,0.0
837,1.4
838,1.3
366,0.1
367,0.7
368,0.5
369,2.0
370,1.7
371,1.7
372,3.0
373,4.3
374,3.3
375,0.0
376,0.7
377,0.0
378,0.5
379,0.5
380,0.5
381,0.8
382,3.5
383,0.0
384,4.3
385,1.0
386,4.7
387,5.7
388,4.0
390,4.3
392,0.0
393,0.0
394,0.0
395,0.0
396,0.5
397,0.0
398,0.0
499,2.5
661,0.0
686,2.5
692,0.0
746,0.5
760,0.5
830,0.5
832,0.5
82,8.6
182,1.0
260,11.8
399,0.0
401,1.0
402,6.6
403,1.0
404,0.0
405,4.2
406,10.6
407,8.2
408,0.8
409,1.4
410,1.0
411,8.6
412,0.0
413,7.0
414,7.0
415,5.8
416,7.4
417,10.2
418,15.0
420,0.0
421,1.4
422,3.0
423,2.6
425,0.0
427,1.4
428,1.0
429,0.0
430,13.4
736,10.2
739,0.0
740,0.0
742,1.0
763,1.0
764,1.0
794,1.0
119,2.7
431,0.5
432,0.0
433,0.0
434,0.5
435,0.5
436,0.0
437,2.0
438,5.0
439,0.5
440,3.3
441,1.0
