id,xP
1,5.2
2,1.0
3,0.0
4,1.0
5,8.0
6,5.8
7,2.6
8,6.2
9,0.0
10,1.0
11,1.0
13,1.0
14,0.0
15,1.0
16,7.2
17,0.9
18,2.2
19,2.8
20,1.5
21,5.8
22,0.0
23,0.0
24,1.4
25,0.0
26,3.8
28,0.0
29,0.0
30,1.8
31,1.0
266,5.6
662,2.4
666,6.0
700,2.2
711,1.0
725,6.0
759,1.0
32,1.3
33,-0.5
34,0.0
35,0.0
36,-0.2
37,1.0
38,1.7
39,0.5
40,0.7
41,-0.3
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,1.3
48,0.0
49,1.5
50,1.3
51,0.0
53,0.0
54,0.0
55,3.3
56,0.0
57,0.0
58,0.0
59,1.5
60,0.0
61,0.0
62,0.0
63,0.0
64,0.7
65,0.0
389,-0.5
456,0.0
688,-0.5
699,2.3
701,0.0
702,-0.5
703,-0.5
710,-0.5
719,-0.5
754,-0.5
757,-0.5
768,-0.5
781,-0.5
792,0.0
808,2.0
183,-0.5
184,0.0
185,-0.5
186,0.0
187,2.0
188,0.0
189,0.0
190,-0.5
191,1.7
192,1.0
193,1.7
194,0.0
195,0.3
196,0.0
197,0.0
198,0.0
199,2.0
200,4.3
201,0.0
202,0.0
203,-0.5
204,0.0
205,0.0
206,0.2
207,3.3
208,0.0
209,1.0
210,0.3
211,0.0
212,0.0
213,0.0
214,-0.4
215,2.8
216,0.0
217,0.5
218,0.3
219,0.0
470,2.0
614,2.5
676,0.7
680,-0.2
722,0.0
776,-0.5
784,-0.5
820,-0.5
66,0.0
67,6.5
68,0.0
69,0.5
70,0.0
71,0.0
72,8.0
73,2.7
74,7.7
75,0.5
76,0.5
77,6.5
78,0.0
79,0.0
80,0.0
81,0.0
84,3.7
85,3.0
86,1.3
87,2.7
88,0.0
89,0.0
90,4.5
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,3.5
98,1.5
99,0.0
100,2.3
391,0.0
685,0.5
687,0.5
697,2.0
713,4.7
721,0.5
756,0.5
782,0.5
799,0.5
801,0.5
806,0.5
807,3.3
27,0.5
83,5.0
101,2.7
102,0.5
103,0.0
104,0.5
105,0.7
106,2.3
107,2.0
108,2.5
109,0.0
110,3.7
111,0.5
112,0.0
113,4.5
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
120,3.7
121,6.5
122,0.0
123,0.0
124,2.5
125,0.0
126,3.0
127,0.0
128,0.0
129,1.3
130,1.0
131,0.0
132,0.0
133,0.0
134,0.0
136,4.5
137,0.0
748,0.0
797,0.5
810,0.5
819,0.5
138,0.0
139,4.8
140,0.0
141,0.0
142,0.0
143,0.2
144,0.0
145,0.8
146,4.5
147,0.0
148,4.8
149,0.0
150,0.0
151,6.0
152,1.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.9
158,1.0
159,0.2
160,2.5
161,0.0
162,0.0
163,4.0
164,0.2
165,0.0
166,0.2
167,1.0
169,6.0
170,2.0
171,0.0
172,0.0
173,3.0
174,0.0
175,0.0
176,0.0
177,0.0
178,5.2
179,0.0
180,0.0
181,0.0
744,0.0
761,0.0
783,4.5
795,0.2
220,2.3
221,1.3
222,0.0
223,0.5
224,1.3
225,4.5
226,2.3
227,0.0
228,3.7
229,0.5
230,1.5
231,1.0
232,1.3
233,0.7
234,0.0
235,4.3
236,0.0
237,2.7
238,0.0
239,0.5
240,0.0
241,2.7
244,1.3
245,0.0
246,1.7
247,0.5
248,0.0
249,8.0
250,1.5
251,0.0
252,0.5
453,2.7
672,1.3
743,0.5
789,0.5
803,0.5
253,5.5
254,1.8
255,0.0
256,2.1
257,3.0
258,5.0
259,0.0
261,5.2
262,2.0
263,0.2
264,0.0
265,0.0
267,5.5
268,0.0
269,0.0
270,0.5
271,1.2
272,0.8
273,3.8
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.2
284,0.0
285,0.0
286,0.0
580,2.0
654,2.2
677,3.0
690,0.0
712,1.2
723,5.2
732,0.2
762,0.0
773,0.0
780,0.0
793,0.0
798,0.0
242,4.2
243,-0.2
287,1.8
288,-1.0
289,0.0
290,3.2
291,3.8
292,1.5
293,1.5
294,-0.2
295,0.8
296,-1.0
297,0.0
298,-1.0
299,2.5
300,2.5
301,-0.2
302,1.8
