id,xP
1,4.1
2,0.5
3,0.0
4,0.5
5,6.7
6,4.1
7,0.0
8,5.3
9,0.0
10,1.1
11,0.7
13,0.5
14,0.0
15,0.5
16,5.1
17,6.1
18,1.3
19,1.7
20,4.7
21,7.7
22,1.7
23,0.0
24,0.7
25,0.5
26,4.7
28,0.0
29,0.0
30,0.5
31,2.1
266,0.7
662,0.0
666,3.1
700,0.0
711,0.5
725,3.5
759,0.5
32,2.0
33,0.4
34,0.0
35,0.0
36,2.8
37,2.4
38,3.0
39,1.4
40,0.0
41,0.0
42,0.2
43,0.0
44,0.2
45,0.0
46,0.0
47,5.0
48,4.2
49,0.0
50,1.8
51,0.0
53,1.6
54,5.0
55,0.0
56,0.0
57,0.0
58,2.0
59,0.0
60,0.0
61,0.0
62,0.2
63,0.0
64,6.2
65,0.0
389,0.0
456,1.4
677,0.0
688,0.0
701,0.0
702,0.0
703,0.0
710,0.0
719,2.4
754,0.2
757,0.0
768,0.0
781,0.0
792,1.8
183,0.0
184,0.0
185,0.0
186,0.0
187,1.8
188,0.0
189,0.0
190,3.4
191,0.3
192,0.0
193,3.6
194,0.0
195,2.2
196,0.0
197,0.6
198,0.0
199,0.0
200,2.2
201,0.0
202,1.6
203,0.0
204,0.0
205,0.0
206,3.0
207,0.0
208,0.0
209,4.8
210,0.8
211,0.0
212,0.0
213,0.2
214,0.0
215,0.0
216,0.0
217,0.0
218,0.2
219,0.0
470,3.8
676,2.8
680,4.0
722,1.8
776,0.0
784,0.0
66,0.0
67,0.8
68,0.0
69,0.0
70,0.0
71,0.0
72,3.2
73,0.2
74,2.2
75,0.0
76,0.0
77,1.8
78,0.0
79,0.0
80,0.2
81,0.0
84,2.6
85,0.0
86,3.8
87,0.0
88,3.0
89,0.0
90,2.8
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,3.6
98,0.8
99,0.0
100,2.8
391,0.0
685,0.6
687,0.0
697,0.8
713,1.8
721,0.2
756,0.0
782,0.0
27,0.6
83,0.0
101,7.6
102,0.0
103,0.0
104,0.0
105,0.0
106,8.8
107,7.0
108,4.4
109,4.0
110,4.0
111,0.0
112,0.0
113,1.4
114,0.0
115,0.0
116,0.8
117,0.0
118,0.0
120,7.6
121,2.6
122,0.0
123,0.0
124,1.0
125,7.2
126,2.2
127,0.0
128,0.0
129,5.2
130,0.0
131,0.0
132,0.0
133,0.2
134,0.0
136,7.6
137,0.0
748,0.0
138,-0.5
139,4.1
140,-0.5
141,0.0
142,0.0
143,1.1
144,0.9
145,1.3
146,1.7
147,0.0
148,3.9
150,0.0
151,1.9
152,2.9
153,0.0
154,0.0
155,0.0
156,-0.5
157,2.1
158,2.3
159,-0.1
160,0.3
161,0.0
162,1.1
163,1.7
164,0.0
165,0.0
166,5.3
167,0.0
169,2.7
170,0.3
171,0.0
172,0.1
173,0.0
174,0.0
175,-0.5
176,0.0
177,0.0
178,0.7
179,0.0
180,0.0
181,0.9
744,-0.5
761,-0.5
783,0.5
795,0.8
220,1.7
221,0.4
222,0.0
223,0.0
224,0.0
225,3.2
226,2.2
227,0.0
228,1.0
229,0.6
230,0.6
231,0.0
232,0.0
233,0.6
234,0.0
235,3.4
236,2.4
237,4.6
238,1.4
239,0.4
240,0.0
241,2.2
243,0.0
244,0.0
245,0.0
246,0.6
247,0.0
248,0.0
249,3.6
250,1.8
251,0.0
252,0.0
453,1.4
672,0.4
743,0.0
789,0.0
253,3.0
254,0.0
255,0.0
256,0.0
257,3.4
258,2.6
259,0.6
260,2.6
261,0.4
262,0.0
263,0.0
264,0.0
265,0.0
267,0.0
268,0.0
269,0.6
270,1.6
271,0.0
272,0.0
273,2.8
274,0.0
275,0.0
276,2.8
277,0.0
278,0.0
279,0.0
280,0.0
281,0.2
282,0.0
283,3.4
284,0.0
285,0.0
286,0.0
580,1.0
690,0.0
712,2.6
723,2.6
732,1.4
762,0.4
773,0.0
780,0.0
793,1.4
242,0.0
287,4.4
288,0.0
289,0.0
290,0.0
291,5.2
292,3.4
293,3.6
294,0.0
295,3.8
296,2.0
297,0.0
298,0.0
299,0.0
300,3.2
301,0.0
302,0.0
303,7.0
304,4.8
305,1.0
306,0.0
307,0.0
308,0.0
309,0.0
310,3.4
311,2.0
312,0.0
313,0.0
419,2.4
630,0.0
667,0.0
704,0.0
705,0.0
707,1.8
728,1.8
779,0.0
314,3.8
315,0.0
316,4.6
317,4.0
318,0.0
319,0.6
320,1.0
321,4.0
322,0.0
323,0.0
324,0.0
325,2.8
326,0.8
327,0.0
328,0.2
329,4.8
330,3.6
331,2.4
332,3.4
333,0.0
334,0.0
335,0.0
336,2.0
337,5.2
338,0.0
664,0.0
727,0.0
731,3.2
737,0.4
770,0.0
786,0.0
168,0.0
339,0.0
340,0.0
341,0.0
342,0.9
343,4.8
344,4.2
345,1.8
346,0.0
347,2.8
348,0.4
349,0.0
350,7.0
351,0.8
352,0.0
353,0.0
354,4.6
355,0.0
356,3.2
357,0.0
358,1.0
359,0.0
360,0.0
361,0.0
362,0.4
363,0.0
364,0.0
365,1.0
493,0.0
660,4.6
665,3.2
691,6.4
698,1.8
706,2.2
741,0.0
787,0.0
366,4.1
367,-0.5
368,-0.5
369,-0.5
370,4.5
371,2.5
372,0.9
373,2.9
374,3.1
375,3.9
376,-0.1
377,0.0
378,-0.5
379,-0.5
380,-0.5
381,0.0
382,6.3
383,0.0
384,1.7
385,0.5
386,1.1
387,1.3
388,1.9
390,4.1
392,0.0
393,0.0
394,0.0
395,0.0
396,-0.1
397,0.0
398,0.0
499,0.0
661,2.0
686,-0.3
692,0.0
746,-0.5
760,-0.5
82,6.7
182,0.5
399,0.0
400,0.5
401,0.5
402,0.0
403,0.0
404,0.0
405,2.9
406,1.3
407,5.7
408,0.0
409,0.0
410,0.9
411,2.7
412,0.0
413,0.0
414,2.9
415,0.3
416,2.7
417,5.9
418,2.5
420,0.0
421,1.9
422,0.0
423,2.7
424,0.1
425,0.0
427,6.3
428,0.0
429,0.5
430,6.1
736,4.3
739,0.7
740,0.5
742,0.5
763,0.5
764,0.5
794,2.6
119,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,3.6
438,0.0
439,0.0
440,3.6
441,6.0
442,0.0
443,2.6
444,1.2
445,0.0
446,0.2
447,3.4
448,0.2
449,1.2
450,4.8
451,0.0
452,0.0
454,0.0
455,0.6
457,4.0
458,0.1
459,2.8
460,0.0
461,0.0
462,0.6
463,0.0
464,0.0
465,0.0
466,3.0
467,0.0
468,0.0
681,4.0
733,3.2
755,0.4
769,0.2
771,0.0
788,0.0
52,1.4
135,2.0
469,2.0
471,0.0
472,0.0
473,3.6
474,3.4
475,0.8
476,0.0
477,0.4
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,4.0
486,0.1
487,4.0
488,7.0
489,1.4
490,4.4
491,2.2
492,0.0
494,0.8
495,0.0
496,0.0
497,4.2
498,0.0
500,0.0
501,0.0
674,0.8
684,4.6
689,0.0
714,4.4
753,0.0
765,0.0
772,0.0
12,0.4
426,0.2
502,0.8
503,0.0
504,0.0
505,2.0
506,2.0
507,0.6
508,1.8
509,0.0
510,0.0
511,0.2
512,0.0
513,0.0
514,0.0
515,4.6
516,1.2
517,4.4
518,0.0
519,3.4
520,0.0
521,0.0
522,0.0
523,0.0
524,0.0
525,0.0
526,2.6
527,0.6
669,0.0
675,0.0
693,3.2
696,0.4
699,0.6
715,0.8
716,0.8
729,0.0
734,1.4
528,0.0
529,0.0
530,0.0
531,2.2
532,3.8
533,0.0
534,0.0
535,2.2
536,0.0
537,0.0
538,0.0
539,0.2
540,0.0
541,0.0
542,0.0
543,3.6
544,0.0
545,0.0
546,0.0
547,2.6
548,1.0
549,0.2
550,0.0
551,1.4
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,0.0
560,0.4
561,1.2
562,0.0
563,0.0
564,0.0
668,4.0
670,4.4
678,0.0
683,4.0
694,5.6
724,3.4
730,3.2
735,0.0
774,0.0
775,0.0
565,3.2
566,0.0
567,0.0
568,4.2
569,2.8
570,1.4
571,1.8
572,0.2
573,3.2
574,0.0
575,4.8
576,0.0
577,0.0
578,0.0
579,0.0
581,0.0
582,0.4
583,0.0
584,2.6
585,3.6
586,1.4
587,0.0
588,1.8
589,0.0
590,0.0
591,3.8
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,2.8
598,0.0
599,0.2
673,3.2
717,0.6
726,1.6
745,0.0
750,0.0
751,0.0
790,0.0
796,2.1
149,0.0
600,2.2
601,0.0
602,0.0
603,0.0
604,0.0
605,1.2
606,1.0
607,0.0
608,2.2
609,0.8
610,0.0
611,0.0
612,3.0
613,2.0
614,0.0
615,2.0
616,0.0
617,0.0
618,0.2
619,0.0
620,0.2
621,0.0
622,0.0
623,1.6
624,3.2
625,0.0
626,0.0
659,1.8
671,1.8
679,0.0
708,2.2
718,2.0
738,0.0
747,0.8
752,0.0
758,0.2
785,0.5
791,1.9
627,0.0
628,2.8
629,0.0
631,0.0
632,0.8
633,3.8
634,3.2
635,0.0
636,3.6
637,0.0
638,0.8
639,0.0
640,0.0
641,0.0
642,2.5
643,1.4
644,0.0
645,0.6
646,2.1
647,0.0
648,0.0
649,0.0
650,0.2
651,0.0
652,0.0
653,0.0
654,1.2
655,0.0
656,0.0
657,0.0
658,0.0
663,3.2
682,0.8
695,2.0
709,3.6
720,2.4
749,5.2
766,0.0
767,0.0
777,0.0
778,0.0
