id,xP
1,4.0
2,1.0
3,0.0
4,1.0
5,0.0
6,4.0
7,3.0
8,5.0
9,0.0
10,1.7
11,1.0
13,1.0
14,0.0
15,1.0
16,7.3
17,0.5
18,0.7
19,0.5
20,10.0
21,8.0
22,4.7
23,0.0
24,1.3
25,1.7
26,4.3
28,0.0
29,0.0
30,0.5
31,0.5
266,9.3
662,1.7
666,1.6
700,1.0
711,1.0
725,2.0
32,6.0
33,0.0
34,0.0
35,0.0
36,2.0
37,3.7
38,2.2
39,0.7
40,0.0
41,3.7
42,0.0
43,0.0
44,0.5
45,0.0
46,0.0
47,6.0
48,2.0
49,0.0
50,4.0
51,0.0
53,3.7
54,1.7
55,3.7
56,0.0
57,0.0
58,2.7
59,2.5
60,0.0
61,0.0
62,0.0
63,0.0
64,2.0
65,0.0
389,0.0
456,1.0
677,0.7
688,0.0
701,0.0
702,0.0
703,0.0
710,0.0
719,0.0
754,1.2
183,0.0
184,0.0
185,0.0
186,0.0
187,0.3
188,0.0
189,0.0
190,0.0
191,2.3
192,1.0
193,0.0
194,0.0
195,0.3
196,0.0
197,0.0
198,2.3
199,0.0
200,2.0
201,0.0
202,1.0
203,0.0
204,0.0
205,4.3
206,0.7
207,1.7
208,0.0
209,1.0
210,1.7
211,0.0
212,0.0
213,0.0
214,0.0
215,2.7
216,0.0
217,0.3
218,0.0
219,0.0
470,2.0
676,3.0
680,0.8
722,2.7
66,0.0
67,1.3
68,0.0
69,0.0
70,0.0
71,0.0
72,2.7
73,0.7
74,0.7
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.5
84,3.7
85,4.0
86,1.3
87,1.0
88,2.0
89,0.0
90,2.7
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,2.7
98,2.0
99,0.0
100,1.7
391,0.0
685,0.3
687,0.0
697,0.7
713,0.3
721,0.7
27,0.7
83,3.7
101,1.7
102,0.0
103,0.0
104,0.0
105,0.0
106,1.0
107,0.3
108,1.7
109,0.3
110,2.0
111,0.0
112,0.0
113,2.7
114,0.0
115,0.0
116,1.0
117,0.0
118,0.0
120,3.7
121,2.0
122,0.0
123,0.3
124,1.7
125,0.7
126,1.0
127,0.0
128,0.0
129,2.7
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
136,6.3
137,0.0
748,0.0
138,0.0
139,6.3
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.7
146,4.3
147,0.0
148,4.7
150,0.0
151,4.7
152,0.3
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,2.3
159,0.0
160,7.7
161,0.0
162,0.0
163,2.3
164,0.0
165,0.0
166,3.3
167,2.0
169,6.7
170,0.0
171,0.0
172,0.3
173,5.7
174,0.0
175,0.3
176,0.0
177,0.0
178,5.3
179,0.0
180,0.7
181,0.7
744,0.3
168,0.0
220,6.0
221,0.0
222,0.0
223,0.0
224,6.3
225,3.0
226,6.3
227,0.0
228,7.3
229,0.0
230,4.0
231,0.0
232,3.7
233,0.0
234,0.0
235,0.0
236,6.7
237,5.3
238,1.7
239,2.7
240,0.0
241,4.0
243,0.0
244,0.0
245,0.0
246,2.0
247,0.0
248,0.0
249,5.7
250,1.3
251,0.0
252,1.7
453,4.7
672,0.0
743,0.0
253,7.0
254,0.0
255,0.0
256,8.7
257,8.3
258,7.7
259,0.0
260,5.0
261,6.7
262,0.0
263,0.0
264,0.0
265,0.0
267,3.0
268,0.0
269,0.0
270,1.0
271,3.7
272,4.3
273,3.0
274,0.0
275,0.0
276,0.7
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
