id,xP
1,1.5
2,0.5
3,0.0
4,0.5
5,2.5
6,2.5
7,0.4
8,0.4
9,0.0
10,1.0
11,1.5
13,0.5
14,0.0
15,0.5
16,0.0
17,1.1
18,1.1
19,1.5
20,1.5
21,3.5
22,0.0
23,0.0
24,0.5
25,0.0
26,3.5
28,0.0
29,0.0
30,4.0
31,1.0
266,2.0
662,1.0
666,3.5
700,1.0
711,0.5
725,1.0
759,0.5
32,1.0
33,1.5
34,0.0
35,0.0
36,1.0
37,2.5
38,0.5
39,3.0
40,0.5
41,1.0
42,0.5
43,0.0
44,0.0
45,0.0
46,0.0
47,7.0
48,2.0
49,0.0
50,1.0
51,0.0
53,0.0
54,3.0
55,2.0
56,0.0
57,0.0
58,0.0
59,2.0
60,0.0
61,0.0
62,0.0
63,0.0
64,9.0
65,0.0
389,0.0
456,0.5
688,0.0
699,0.5
701,0.0
702,0.0
703,0.0
710,0.0
719,1.0
754,0.0
757,0.0
768,0.0
781,0.0
792,0.0
808,3.0
183,-1.5
184,0.0
185,-1.5
186,0.0
187,-0.1
188,0.0
189,0.0
190,1.9
191,3.9
192,4.5
193,1.1
194,0.0
195,-0.9
196,0.0
197,0.0
198,-1.5
199,-1.5
200,2.5
201,0.0
202,-0.1
203,-1.5
204,0.0
205,0.0
206,1.9
207,-0.4
208,0.0
209,0.5
210,0.5
211,0.0
212,0.0
213,0.0
214,-0.1
215,5.9
216,-0.8
217,-0.1
218,-1.5
219,0.0
470,2.5
614,5.1
676,1.1
680,0.5
722,1.9
776,-1.5
784,-1.5
820,-1.5
66,0.0
67,2.6
68,0.0
69,0.0
70,0.0
71,0.0
72,6.6
73,0.6
74,11.4
75,0.0
76,0.0
77,5.4
78,0.0
79,0.0
80,0.0
81,0.0
84,7.4
85,4.0
86,3.4
87,4.0
88,0.0
89,0.0
90,11.4
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,7.4
98,1.4
99,0.0
100,10.6
391,0.6
685,0.0
687,0.0
697,0.6
713,2.6
721,0.0
756,0.0
782,0.0
799,0.0
801,2.0
806,0.0
807,8.6
27,0.5
83,2.5
101,4.0
102,0.0
103,0.0
104,0.0
105,0.0
106,4.5
107,3.5
108,0.0
109,0.0
110,6.0
111,0.0
112,0.0
113,4.5
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
120,4.0
121,3.0
122,0.0
123,0.0
124,0.0
125,0.0
126,2.5
127,0.0
128,0.0
129,3.5
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
136,7.5
137,0.0
748,0.0
797,0.0
810,0.0
819,0.0
823,0.0
824,0.0
826,0.0
138,-0.5
139,10.9
140,-0.5
141,0.0
142,0.0
143,10.9
144,0.0
145,2.9
146,0.0
147,0.0
148,14.1
149,-0.5
150,0.0
151,10.9
152,0.9
153,0.0
154,0.0
155,0.0
156,-0.5
157,6.1
158,8.1
159,-0.5
160,4.1
161,0.0
162,0.0
163,8.1
164,0.9
165,0.0
166,6.9
167,2.1
169,3.5
170,-0.1
171,0.0
172,0.0
173,12.9
174,0.0
175,0.0
176,0.0
177,0.0
178,6.1
179,0.0
180,0.0
181,0.1
744,-0.5
761,-0.5
783,14.1
795,-0.5
220,4.5
221,0.1
222,0.0
223,0.5
224,2.5
225,0.1
226,1.4
227,0.1
228,3.1
229,0.5
230,3.9
231,0.5
232,0.5
233,2.5
234,0.0
235,4.5
236,4.5
237,3.1
238,1.9
239,0.1
240,0.0
241,4.5
244,3.1
245,0.0
246,1.9
247,1.1
248,0.0
249,1.9
250,3.9
251,0.0
252,1.1
453,3.1
672,2.5
743,0.5
789,0.5
803,0.5
829,3.1
253,4.5
254,0.0
255,0.0
256,5.5
257,5.6
258,6.0
259,0.5
261,4.0
262,0.0
263,0.0
264,0.0
265,0.0
267,1.0
268,0.0
269,0.0
270,1.5
271,1.0
272,4.0
273,0.4
274,0.0
275,0.0
276,0.5
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,6.5
284,0.0
285,0.0
286,0.0
580,2.0
654,1.5
677,0.0
690,0.0
712,1.5
723,7.0
732,0.0
762,0.0
773,0.0
