id,xP
1,2.0
2,1.0
3,0.0
4,1.0
5,5.0
6,2.0
7,1.0
8,0.8
9,0.0
10,2.0
11,2.0
13,1.0
14,0.0
15,1.0
16,0.8
17,0.8
18,2.0
19,2.0
20,2.0
21,5.0
22,0.0
23,0.0
24,1.0
25,0.0
26,3.0
28,0.0
29,0.0
30,2.0
31,2.0
266,2.0
662,2.0
666,6.0
700,2.0
711,1.0
725,0.5
759,1.0
32,3.0
33,1.5
34,0.0
35,0.0
36,3.5
37,4.5
38,3.0
39,0.5
40,0.0
41,4.0
42,0.5
43,0.0
44,0.0
45,0.0
46,0.0
47,5.5
48,1.5
49,0.5
50,1.0
51,0.0
53,0.0
54,5.5
55,2.5
56,0.0
57,0.0
58,0.0
59,4.0
60,0.0
61,0.0
62,0.0
63,0.0
64,5.5
65,0.0
389,0.0
456,1.5
688,0.0
699,1.0
701,0.0
702,0.0
703,0.0
710,0.0
719,1.0
754,0.0
757,0.0
768,0.0
781,0.0
792,0.0
808,1.0
183,-0.5
184,0.0
185,-0.5
186,0.0
187,0.5
188,0.0
189,0.0
190,0.0
191,2.0
192,1.0
193,1.0
194,0.0
195,0.0
196,0.0
197,0.0
198,-0.5
199,-0.5
200,1.5
201,0.0
202,0.0
203,-0.5
204,0.0
205,0.0
206,1.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,4.0
216,-0.1
217,2.0
218,0.0
219,0.0
470,1.5
614,2.0
676,1.5
680,0.0
722,0.0
776,-0.5
784,-0.5
820,-0.5
66,0.0
67,1.0
68,0.0
69,-1.0
70,0.0
71,0.0
72,1.5
73,-0.5
74,3.0
75,-1.0
76,-1.0
77,0.0
78,0.0
79,0.0
80,-1.0
81,0.0
84,1.0
85,-0.5
86,0.0
87,4.5
88,0.0
89,0.0
90,6.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,4.0
98,-0.5
99,0.0
100,4.5
391,-0.5
685,-1.0
687,-1.0
697,0.0
713,0.0
721,-1.0
756,-1.0
782,-1.0
799,-1.0
801,-0.5
806,-1.0
807,1.0
27,0.5
83,1.5
101,5.5
102,0.0
103,0.0
104,0.0
105,0.0
106,4.5
107,3.5
108,0.0
109,0.0
110,5.0
111,5.0
112,0.0
113,4.5
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
120,4.0
121,0.5
122,0.0
123,0.0
124,2.5
125,0.0
126,3.5
127,0.0
128,0.0
129,3.5
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
136,8.5
137,0.0
748,0.0
797,0.0
810,0.0
819,0.0
823,0.0
824,0.0
826,1.3
138,0.5
139,6.5
140,0.5
141,0.0
142,0.0
143,5.5
144,0.0
145,0.5
146,0.0
147,0.0
148,4.5
149,0.5
150,0.0
151,5.0
