id,xP
1,4.8
2,1.0
3,0.0
4,1.0
5,5.6
6,4.2
7,2.8
8,4.4
9,0.0
10,1.0
11,1.0
13,1.0
14,0.0
15,1.0
16,4.6
17,2.1
18,6.8
19,3.4
20,3.8
21,6.2
22,0.0
23,0.0
24,1.2
25,0.0
26,6.6
28,0.0
29,0.0
30,1.8
31,2.2
266,4.6
662,2.0
666,8.0
700,0.0
711,1.0
725,6.2
759,1.0
32,4.8
33,0.0
34,0.0
35,0.0
36,1.5
37,1.0
38,4.2
39,3.2
40,4.0
41,0.5
42,0.2
43,0.0
44,2.5
45,0.0
46,0.0
47,4.0
48,0.0
49,1.2
50,1.2
51,0.0
53,0.0
54,0.0
55,0.8
56,0.0
57,0.0
58,0.0
59,2.2
60,0.0
61,0.0
62,0.0
63,0.0
64,1.5
65,0.0
389,0.0
456,2.2
688,0.0
699,2.2
701,0.0
702,0.0
703,0.0
710,0.0
719,0.2
754,0.0
757,0.0
768,0.0
781,0.0
792,0.0
808,2.8
183,-1.0
184,0.0
185,-1.0
186,0.0
187,-0.2
188,0.0
189,0.0
190,-1.0
191,1.2
192,-1.0
193,1.2
194,0.0
195,-0.2
196,0.0
197,0.0
198,0.0
199,0.8
200,2.2
201,0.0
202,0.0
203,-1.0
204,0.0
205,0.0
206,1.8
207,2.2
208,0.0
209,0.0
210,-0.2
211,0.0
212,0.0
213,0.0
214,0.0
215,2.5
216,0.0
217,0.0
218,-0.8
219,0.0
470,0.2
614,0.2
676,1.8
680,0.0
722,-0.2
776,-1.0
784,-1.0
66,0.0
67,6.2
68,0.0
69,0.0
70,0.0
71,0.0
72,4.2
73,2.2
74,5.2
75,0.0
76,0.0
77,7.2
78,0.0
79,0.0
80,0.0
81,0.0
84,0.1
85,1.2
86,0.5
87,1.2
88,2.0
89,0.0
90,6.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,1.8
98,1.0
99,0.0
100,3.0
391,0.0
685,0.2
687,0.0
