id,xP
1,5.5
2,1.0
3,0.0
4,1.0
5,5.5
6,5.2
7,2.5
8,0.0
9,0.0
10,3.0
11,4.5
13,1.0
14,0.0
15,1.0
16,4.0
17,1.7
18,2.5
19,1.5
20,3.2
21,4.2
22,0.0
23,0.0
24,1.0
25,0.0
26,4.0
28,0.0
29,0.0
30,0.0
31,1.5
266,4.0
662,1.5
666,6.8
700,1.5
711,1.0
725,3.5
759,1.0
32,1.8
33,0.8
34,0.0
35,0.0
36,2.2
37,1.8
38,0.8
39,1.8
40,0.5
41,0.8
42,0.2
43,0.0
44,0.8
45,0.0
46,0.0
47,4.2
48,2.0
49,0.5
50,2.5
51,0.0
53,0.0
54,2.0
55,1.5
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,5.2
65,0.0
389,0.0
456,1.0
688,0.0
699,0.2
701,0.0
702,0.0
703,0.0
710,0.0
719,0.8
754,0.0
757,0.0
768,0.0
781,0.0
792,0.0
808,2.0
183,-0.5
184,0.0
185,-0.5
186,0.0
187,0.3
188,0.0
189,0.0
190,1.5
191,2.3
192,2.0
193,0.5
194,0.0
195,0.0
196,0.0
197,0.0
198,-0.5
199,-0.5
200,2.3
201,0.0
202,0.0
203,-0.5
204,0.0
205,0.0
206,0.7
207,-0.2
208,0.0
209,0.5
210,1.7
211,0.0
212,0.0
213,0.0
214,0.0
215,2.7
216,-0.1
217,0.0
218,-0.5
219,0.0
470,1.5
614,2.5
676,0.5
680,0.5
722,1.0
776,-0.5
784,-0.5
820,-0.5
66,0.0
67,2.5
68,0.0
69,0.0
70,0.0
71,0.0
72,6.0
73,0.2
74,6.0
75,0.0
76,0.0
77,4.5
78,0.0
79,0.0
80,0.0
81,0.0
84,3.5
85,2.2
86,2.2
87,1.8
88,0.0
89,0.0
90,5.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,4.0
98,0.8
99,0.0
100,5.5
391,0.5
685,0.0
687,0.0
697,0.5
713,2.5
721,0.0
756,0.0
782,0.0
799,0.0
801,0.8
806,0.0
807,5.2
27,1.2
83,3.0
101,4.5
102,0.0
103,0.0
104,0.0
105,0.0
106,4.2
107,4.8
108,0.2
109,0.0
110,4.5
111,0.0
112,0.0
113,3.8
114,0.0
115,0.0
116,0.2
117,0.0
118,0.0
120,3.2
121,4.8
122,0.0
123,0.0
124,0.0
125,0.0
126,4.5
127,0.0
128,0.0
129,3.5
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
136,5.5
137,0.0
748,0.2
797,0.2
810,0.0
819,0.0
823,0.0
824,0.0
826,0.0
138,0.5
139,5.3
140,0.5
141,0.0
142,0.0
143,5.0
144,0.0
145,2.0
146,0.7
147,0.0
148,6.3
149,0.5
150,0.0
151,5.3
152,1.3
153,0.0
154,0.0
155,0.0
156,0.5
157,3.3
158,4.0
159,0.0
160,2.7
161,0.0
162,0.0
163,5.5
164,1.0
165,0.0
166,3.3
167,2.0
169,0.0
170,0.0
171,0.0
172,0.0
173,5.7
174,0.0
175,0.0
176,0.0
177,0.0
178,4.3
179,0.0
180,0.0
181,1.0
744,0.5
761,0.5
783,6.5
795,0.5
220,1.8
221,0.1
222,0.0
223,0.0
224,1.8
225,0.0
226,0.8
227,0.2
228,1.0
229,0.0
230,1.2
231,0.0
232,0.0
233,0.8
234,0.0
235,1.5
236,1.5
237,1.5
238,0.0
239,0.0
240,0.0
241,2.2
244,1.2
245,0.0
246,0.8
247,0.2
248,0.0
249,2.5
250,1.2
251,0.0
252,0.2
453,1.0
672,0.8
743,0.0
789,0.0
803,0.0
829,0.3
253,2.8
254,0.0
255,0.0
256,4.2
257,5.0
258,3.2
259,0.2
261,2.5
262,0.2
263,0.0
264,0.0
265,0.0
267,2.0
268,0.0
269,0.0
270,0.8
271,1.8
272,2.0
273,1.0
274,0.0
275,0.0
276,1.2
277,0.0
278,0.0
279,0.0
280,0.0
